id,resource_type,locator,translatable_string
07d11f0d-4daa-4977-b53d-29a516b13c96,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691711378760""].output.generic[0].values[0].text","""Se tiver alguma dúvida, a qualquer momento de nossa conversa, você pode digitar ""ajuda"" para obter uma lista de opções para te ajudar!"""
bb891766-ac83-4db5-a2e3-10f28ee75d74,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691711378760""].output.generic[0].values[1].text","""Se tiver alguma dúvida, a qualquer momento de nossa conversa, você pode digitar ""menu"" para exibir uma lista de opções para você"""
acedcf83-a459-4e8a-93a9-7a7531ce146c,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691711378760""].conditions",""""""
a7088a49-69a6-43cd-b481-69228fa7ee5c,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""frame"", dialog_node=""node_1_1691756608789""].title","""opçõesMenu"""
5b396ce8-916e-4ede-b8c6-648c5e65a72e,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""frame"", dialog_node=""node_1_1691756608789""].conditions","""true"""
9e8df1c2-1a02-4970-9992-6b54dc6c30f6,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691762177516""].title","""SegundaPergunta"""
574c797c-484d-4d4e-ba33-00ec1d4572e4,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691762177516""].output.generic[0].values[0].text","""Algo mais em que posso ajudar?"""
244c91b0-fc95-4a1e-a351-0c0fb73ed325,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691762177516""].output.generic[0].values[1].text","""Algo mais  que deseja saber?"""
8817a53e-51e4-485e-86f4-c25cb464270b,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691762177516""].output.generic[0].values[2].text","""Há algo mais em que posso ser útil?"""
6c398caa-0a33-48af-8e78-351cfe6e7510,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691762177516""].output.generic[0].values[3].text","""Há algo mais em que posso servir?"""
ed0e90a5-a8eb-4064-b412-30d2049760b7,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_1_1691762177516""].output.generic[0].values[4].text","""Há algo mais que gostaria de saber?"""
2925c2ba-c155-4155-9f77-bf07aec5cc73,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_17_1691776485803""].title","""skill"""
63ab65af-ac20-4cb0-a4d8-c75492b9e4c9,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_17_1691776485803""].conditions","""$skill && @habilidades"""
be88f8ae-56e3-4735-a016-385c4efad65d,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691628941259""].title","""skills"""
69f68160-f2ea-41d9-9bda-75ad0542a2a4,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691628941259""].output.generic[0].values[0].text","""Certo, você quer saber sobre suas habilidades. Maycon possuí tanto soft quanto hards skills. """
7cc844e2-8863-4643-bcb2-3fa20715ce28,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691628941259""].output.generic[0].values[1].text","""Muito bem, você quer saber sobre suas skills. Maycon possuí tanto soft quanto hards skills. """
abc2ed6f-d82a-4c2a-936b-912f4759e3b1,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691628941259""].conditions","""#habilidades || @habilidades && true"""
531ef71d-3f0c-4161-8dbc-3f971e1160c0,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691678902117""].title","""CERTIFICACOES"""
30942756-d6a2-42fc-95cf-60e271b2564f,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691678902117""].output.generic[0].values[0].text","""Se deseja verificar as certificações de Maycon, acesse: https://www.credly.com/users/mayconbatestin/badges"""
ea2c4d0b-22f6-4956-9716-ed376744bf1a,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691678902117""].output.generic[0].values[1].text","""Caso tenha curiosidade sobre suas certificações, acesse: https://www.credly.com/users/mayconbatestin/badges"""
afa4cada-18a9-42d0-965f-65c48998cd00,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691678902117""].output.generic[0].values[2].text","""Todas as certificações podem ser encontradas aqui: https://www.credly.com/users/mayconbatestin/badges"""
3729681d-1a47-4bef-a82c-800a34eb7cb7,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_2_1691678902117""].conditions","""@Certificações || #certificações"""
fe63a5c6-3b55-44bf-9a07-3c09ed30542f,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_24_1691776531678""].title","""experiencia"""
b927794f-f933-4e86-9ab2-2fecc6ed21e9,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_24_1691776531678""].conditions","""$empresas && @Experiência"""
8c31766a-de98-4533-b25a-f759c4ebb531,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672584198""].title","""SIM"""
c465a323-fbbf-4aa2-ae12-0ec943e2064c,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672584198""].output.generic[0].values[0].text","""Claro..."""
e5fdc079-279c-4e36-8c6b-e3b93907eba8,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672584198""].output.generic[0].values[1].text","""Beleza..."""
c8afcda2-29c0-45ca-a068-ddcbe5ca83df,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672584198""].output.generic[0].values[2].text","""Blz..."""
5e6c061d-1428-4f8b-88ed-fee6b3204915,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672584198""].output.generic[0].values[3].text","""Sem problema..."""
ca5f2f7a-fd7a-4ef9-9211-c963f4829804,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672584198""].conditions","""#SIM || @SIM"""
b70b980f-c3ee-4abf-8d8e-e5c9b24eab9a,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672843428""].title","""Não"""
9eb0a89e-ca0d-4a7d-bb13-6a59389ccaa5,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672843428""].output.generic[0].values[0].text","""Compreendido..."""
429d0d65-36dc-4561-9787-4e3e30519c23,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672843428""].output.generic[0].values[1].text","""Entendido..."""
d119a11c-f889-4477-88f7-409c208a4605,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691672843428""].conditions","""#NÃO || @NAO"""
44f9dee7-eac2-492a-8d8b-a5937322005e,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691776377601""].title","""Portifólio"""
c592b0ac-27f6-4b7b-95c0-07665b88004d,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1691776377601""].conditions","""$portifolio && @portifolio"""
5226af08-54a2-445f-9dd2-cc60db90e586,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691628964525""].title","""skills linguagens"""
f9ab179f-1e85-4b2b-8cb3-6b35b05b5492,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691628964525""].output.generic[0].values[0].text","""Para hard skills, o Maycon possuí conhecimento nas áreas de Data Science, Data Engineer, Machine Learning e Clouds. Estas são as ferramentas que ele mais domina: PYTHON, BASH, JAVA, GO, SQL, NOSQL, AWS, GCP, IBM-CLOUD, RED HAT E SERVICE NOW."""
0e013bcc-bb6e-4719-b76b-86e8f4851d6a,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691629760544""].title","""DESEMBIGUACAO(EXEPERIECIA)"""
94bba5e6-edc4-40b9-84bc-a4002f7c894e,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691629760544""].output.generic[0].values[0].text","""Qual delas você quer saber a respeito?"""
55ae3a0c-871e-4db4-ac7c-e61afb1d241f,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691629760544""].output.generic[0].values[1].text","""Qual delas você quer saber a respeito?"""
37e45b16-e647-4872-a9f8-eca8731b7eee,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691629760544""].output.generic[0].values[2].text","""De qual delas você deseja aprender mais?"""
b2351727-31ff-4771-ac9a-8e85aa8c7815,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691629760544""].output.generic[0].values[3].text","""Qual delas você está interessado em conhecer melhor?"""
26288e7b-03ca-473a-9fa3-4d0936689aca,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691629760544""].output.generic[0].values[4].text","""Qual delas você está curioso para descobrir mais informações?"""
7f525bc2-768e-4d94-bd4a-950418d378d2,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691629760544""].conditions","""true"""
f3280177-81cf-4d9c-aa3c-db0ad9b4de10,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691674761636""].title","""IBM"""
0c66320e-4589-409c-8ade-cd7293b7eb65,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691674761636""].output.generic[0].values[0].text","""Maycon foi contratado pela IBM em FEVEREIRO DE 2022 e atua até presente momento. Pela IBM, Maycon atuou como Especialista em Ciência de Dados, contribuindo para a resolução de problemas complexos por meio do treinamento de modelos de aprendizado de máquina. Durante seu tempo como Engenheiro AWS na mesma empresa, desempenhou um papel fundamental na criação de arquiteturas de dados robustas e na implementação de pipelines eficientes de extração, transformação e carga (ETL) em ambientes AWS. Com foco em garantir a segurança, escalabilidade e desempenho, ele projetou soluções de dados que integraram diversas fontes e otimizaram o processamento distribuído usando tecnologias como Amazon S3, DynamoDB e EMR. Além disso, trabalhou em estreita colaboração com equipes multidisciplinares, incluindo analistas de dados e engenheiros de software, para apoiar as necessidades de análise e insights da empresa. Ao longo de seu percurso profissional, Maycon demonstrou habilidades sólidas em modelagem de dados, análise exploratória, otimização de desempenho e segurança de dados, contribuindo significativamente para a inovação e excelência técnica na IBM."""
ef2f315a-5fbf-42f0-abf2-ba02ed95a600,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1691674761636""].conditions","""#IBM || @IBM"""
00f0a1f9-d081-421e-9ee3-ed47e9b4a827,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""frame"", dialog_node=""node_4_1691709462515""].title","""titleMENU"""
54bc365b-84b8-4874-b652-63374522e295,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""frame"", dialog_node=""node_4_1691709462515""].conditions","""@ajuda || #ajuda && true"""
fe2c5184-20ac-45b8-a38b-c332db8cffbd,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691629385839""].title","""ALGOMAIS"""
df8d56cc-691a-411d-8be8-9d9300c89576,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691629385839""].output.generic[0].values[0].text","""Algo mais que deseja saber sobre o Maycon?"""
71688ca5-0914-4333-a20a-336e3d5717d4,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691629385839""].output.generic[0].values[1].text","""Deseja perguntar algo mais sobre o Maycon?"""
55387205-67b1-4eac-b9db-f56a9739f2ff,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691629385839""].output.generic[0].values[2].text","""Tem curiosidade em algo mais?"""
fa94d686-e652-4b45-a9a4-59dba9158223,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691675037393""].title","""ACCENTURE"""
69783668-7fd3-40b6-b104-4f22d3846069,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691675037393""].output.generic[0].values[0].text","""Na Accenture, Maycon foi contratado em JANEIRO DE 2021 e atuou até JANEIRO DE 2022. Maycon desempenhou o papel de Engenheiro de Dados, utilizando a plataforma AWS para orquestrar o fluxo de dados desde a extração, manipulação e carregamento até os insights da equipe de Ciência de Dados. Ele trabalhou na coleta de dados de várias fontes, incluindo bancos de dados internos, sistemas legados, bureaus de crédito e formulários de aplicativos. Utilizando ferramentas como Apache Kafka, ele habilitou a ingestão de dados em tempo real, permitindo o processamento e armazenamento no Hadoop Distributed File System (HDFS) ou Amazon S3.

Maycon também foi responsável pelo armazenamento de dados, optando pelo uso de HDFS para integração com o ecossistema Hadoop e Amazon S3 na AWS. Ele realizou a limpeza e pré-processamento dos dados usando Apache Spark, aproveitando a execução distribuída para transformações de grande escala.

A integração de dados foi realizada por meio de Apache Hive ou AWS Glue para lidar com fontes variadas. Hive possibilitou a criação de tabelas e consultas SQL em dados armazenados no HDFS, enquanto AWS Glue, um serviço gerenciado de ETL, permitiu a descoberta, catalogação e transformação de dados no Amazon S3.

Com dados pré-processados, Maycon criou recursos analíticos usando linguagens como SQL, Scala ou Python. Ele usou HiveQL para consultas SQL e aproveitou o Spark para desenvolver capacidades analíticas mais complexas em várias linguagens de programação.

Em sua função, a monitorização e atualização de modelos foram consideradas essenciais. Para isso, Maycon utilizou ferramentas como Apache Ambari para gerenciar o ecossistema Hadoop, além de serviços AWS como Amazon CloudWatch para monitorar recursos e AWS Lambda para executar código em resposta a eventos específicos. Sua atuação na Accenture destacou sua habilidade em projetar, implementar e otimizar fluxos de dados complexos, contribuindo para o sucesso da análise de dados e tomada de decisões da empresa."""
8c0ab1f3-ce09-4237-becb-95e6f2f163c7,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691675037393""].conditions","""#ACCENTURE || @ACCENTURE"""
b5d14601-164d-471f-b600-b025c54b7c1f,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691678515934""].title","""SobreMaycon"""
7fc98042-6d48-4864-982f-f1228f88cfb0,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691678515934""].output.generic[0].values[0].text","""Maycon Cipriano Batestin é um experiente Data Scientist atualmente na IBM, com sólida formação acadêmica, fluência em inglês e paixão por cinema e computação. Ele domina linguagens como R, Python, Julia, Spark, Scala e Java, destacando-se como Data Pythonist. Além disso, Maycon é especializado na área de Data Science e Computação Quântica, utilizando sua criatividade para extrair insights inovadores de conjuntos de dados complexos. Sua devoção a Deus reflete em seus valores sólidos e dedicação, e sua narrativa em terceira pessoa é um estilo distintivo em sua comunicação."""
ce1c5188-2c78-4aed-a8e3-b00141e52cbe,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1691678515934""].conditions","""@maycon || #sobreMaycon"""
2b80c8d5-6dea-4e6c-aa2e-5b845776f49d,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691614008413""].title","""sobreOBot"""
7201bd5e-4d99-4479-a690-90dfaef1d9a7,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691614008413""].output.generic[0].values[0].text","""Eu sou Batestin Bot. O personal chatbot de currículo de Maycon Cypriano Batestin"""
16d0c52a-88f6-4af9-b4ab-d4ece50eba92,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691614008413""].output.generic[0].values[1].text","""Sou Batestin Bot. O chatbot de currículo de Maycon Cypriano Batestin"""
99178736-6264-457e-a652-c2dad1f7829d,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691614008413""].output.generic[0].values[2].text","""Eu sou Batestin Bot. O assistente virtual personalizado para currículo de Maycon Cypriano Batestin."""
6bcca43b-f10f-4de6-b65a-aae806c64436,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691614008413""].conditions","""#sobrevc || @sobrebot"""
6bb4f1cc-41b5-40e8-b5ac-bb00c79935d2,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1691675199972""].title","""NTTDATA"""
